nom,prenom,email,sexe,nationalite,telephone,ects,date_admission,pays,ville,universite,entreprise,nouveau_universite,type_contrat,duree_contrat,activite,etude
Peggie,Emmer,pemmer35@vkontakte.ru,Female,Nepal,+977 237 731 2083,67,30/10/2013,Maurice,Port Louis,SUPINFO de Port Louis,IUC,Purbanchal University,CDI,56,"'JPO','Salon etudiant','JoForum'",stop
Garek,Vlasov,gvlasov36@photobucket.com,Male,Indonesia,+62 744 789 4157,1,30/5/2019,Italie,Rome,SUPINFO de Rome,ALL4TEST,Universitas Kristen Maranatha,Interim,40,"'JPO','Salon etudiant','JoForum'",continue
Cesaro,Buffy,cbuffy37@whitehouse.gov,Male,China,+86 829 913 4091,55,27/6/2015,Maurice,Port Louis,SUPINFO de Port Louis,,Jiangxi University of Traditional Chinese Medicine,,,"'JPO','Salon etudiant','JoForum'",finish
Ardelis,Kencott,akencott38@usda.gov,Female,Greece,+30 864 530 6991,28,17/9/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ALTRAM,Technological Education Institute of Kozani,CDD,62,"'JPO','Salon etudiant','JoForum'",finish
Cristen,Macguire,cmacguire39@vimeo.com,Female,Cuba,+53 955 484 6350,19,12/8/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universidad de Cienfuegos,,,"'JPO','Salon etudiant','JoForum'",stop
Tatum,Leven,tleven3a@ameblo.jp,Female,Brazil,+55 859 259 9703,27,28/4/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,ENELCAM,Universidade Federal de Minas Gerais,Alternance,76,"'JPO','Salon etudiant','JoForum'",stop
Thornie,McKune,tmckune3b@smugmug.com,Male,China,+86 282 230 0849,20,5/4/2015,Maurice,Port Louis,SUPINFO de Port Louis,AXXA,Nanjing Institute of Meteorology,Alternance,70,"'JPO','Salon etudiant','JoForum'",finish
Charisse,Penhalurick,cpenhalurick3c@diigo.com,Female,Indonesia,+62 433 660 5827,41,12/6/2017,Reunion,Saint Denis,SUPINFO de Saint Denis,,Universitas Syiah Kuala,,,"'JPO','Salon etudiant','JoForum'",continue
Thom,Lapenna,tlapenna3d@businesswire.com,Male,Russia,+7 720 902 4961,44,15/4/2011,Italie,Rome,SUPINFO de Rome,DIGIT CONCEPT,Saratov State Agrarian University,Alternance,59,"'JPO','Salon etudiant','JoForum'",continue
Jeanette,Janssens,jjanssens3e@redcross.org,Female,Sweden,+46 102 480 9627,51,27/9/2012,Maurice,Port Louis,SUPINFO de Port Louis,AFRIK-SOLUTION,Karolinska Institute Stockholm,Interim,66,"'JPO','Salon etudiant','JoForum'",continue
Lenna,Valentelli,lvalentelli3f@yale.edu,Female,Poland,+48 481 299 4941,20,29/3/2014,France,Lyon,SUPINFO de Lyon,IUC,Poznan School of Banking,CDD,15,"'JPO','Salon etudiant','JoForum'",finish
Dorice,Wormell,dwormell3g@china.com.cn,Female,Madagascar,+261 804 461 4282,28,6/12/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,CAMTEL,Université de Mahajanga,Alternance,50,"'JPO','Salon etudiant','JoForum'",finish
Nicoli,Dugmore,ndugmore3h@homestead.com,Female,Portugal,+351 715 780 3219,41,27/1/2011,Maroc,Casablanca,SUPINFO de Casablanca,AKKA,Universidade Tecnica de Lisboa,Alternance,8,"'JPO','Salon etudiant','JoForum'",continue
Charlotte,Blacket,cblacket3i@ustream.tv,Female,Ireland,+353 265 206 6410,56,29/1/2010,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ASI,Warnborough University,CDD,71,"'JPO','Salon etudiant','JoForum'",continue
Allene,Eddies,aeddies3j@buzzfeed.com,Female,Tunisia,+216 611 171 6365,55,1/6/2012,Maurice,Port Louis,SUPINFO de Port Louis,ATOS,Université de Tunis El Manar,CDD,69,"'JPO','Salon etudiant','JoForum'",finish
Matias,Batecok,mbatecok3k@deviantart.com,Male,Norway,+47 612 252 6938,40,5/2/2013,Chine,Pekin,SUPINFO de Pekin,ALTRAM,Bodo Regional University,Alternance,65,"'JPO','Salon etudiant','JoForum'",continue
Izzy,Acland,iacland3l@wordpress.org,Male,Greece,+30 593 591 5548,57,15/12/2010,Chine,Pekin,SUPINFO de Pekin,,Aegean University,,,"'JPO','Salon etudiant','JoForum'",finish
Johnathan,Roll,jroll3m@europa.eu,Male,Sweden,+46 246 176 7216,11,19/6/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,,Umea University,,,"'JPO','Salon etudiant','JoForum'",finish
Brett,Loxton,bloxton3n@plala.or.jp,Female,Indonesia,+62 932 438 9307,59,5/11/2016,Chine,Pekin,SUPINFO de Pekin,ORACLE,Stie Perbanas Surabaya,Interim,22,"'JPO','Salon etudiant','JoForum'",stop
Dukie,Berthomieu,dberthomieu3o@europa.eu,Male,Maldives,+960 634 766 4328,5,5/7/2016,Chine,Pekin,SUPINFO de Pekin,AMAZON,Mandhu College,CTT,7,"'JPO','Salon etudiant','JoForum'",stop
Amanda,Groucock,agroucock3p@cam.ac.uk,Female,China,+86 172 657 0448,21,7/4/2019,Italie,Rome,SUPINFO de Rome,AFRIK-SOLUTION,Huanghe Science & Technology University,CDI,5,"'JPO','Salon etudiant','JoForum'",stop
Pru,Leake,pleake3q@xinhuanet.com,Female,Dominican Republic,+1 302 177 2748,59,26/8/2020,Reunion,Saint Denis,SUPINFO de Saint Denis,,Universidad Nacional Evangélica,,,"'JPO','Salon etudiant','JoForum'",finish
Demetre,Schout,dschout3r@tinyurl.com,Male,Bosnia and Herzegovina,+387 510 662 2139,30,17/12/2018,Italie,Rome,SUPINFO de Rome,,International Burch University,,,"'JPO','Salon etudiant','JoForum'",finish
Belva,Eccleston,beccleston3s@w3.org,Female,China,+86 588 255 1308,16,9/11/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,MTN,Guangdong University of Foreign Studies,CDI,15,"'JPO','Salon etudiant','JoForum'",finish
Ottilie,Iredale,oiredale3t@bloglovin.com,Female,China,+86 148 822 1247,46,21/12/2014,Chine,Pekin,SUPINFO de Pekin,,University of Hydraulic Electric Engineering,,,"'JPO','Salon etudiant','JoForum'",continue
Lorie,Porcher,lporcher3u@wisc.edu,Female,Antigua and Barbuda,+1 546 755 4792,40,2/12/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,American University of Antigua,,,"'JPO','Salon etudiant','JoForum'",finish
Mar,Sharrock,msharrock3v@cafepress.com,Male,Djibouti,+253 160 926 2992,5,19/12/2011,Belgique,Bruxelle,SUPINFO de Bruxelle,RUEDUCOMMERCE,Université de Djibouti,Alternance,43,"'JPO','Salon etudiant','JoForum'",finish
Roxanna,Benkhe,rbenkhe3w@blogtalkradio.com,Female,Canada,+1 527 645 4215,51,25/9/2012,France,Grenoble,SUPINFO de Grenoble,AFRIK-SOLUTION,"École nationale d'administration publique, Université du Québec",Interim,68,"'JPO','Salon etudiant','JoForum'",finish
Christen,Chillistone,cchillistone3x@dailymail.co.uk,Female,Zambia,+260 298 612 8998,68,29/7/2019,Maroc,Casablanca,SUPINFO de Casablanca,ENELCAM,Rusangu University,CTT,30,"'JPO','Salon etudiant','JoForum'",continue
Rosa,Gamblin,rgamblin3y@narod.ru,Female,China,+86 560 473 7613,62,16/1/2017,Italie,Rome,SUPINFO de Rome,,Shanghai Television University,,,"'JPO','Salon etudiant','JoForum'",continue
Cate,Haverson,chaverson3z@infoseek.co.jp,Female,Norway,+47 836 511 4188,2,12/7/2011,Maroc,Casablanca,SUPINFO de Casablanca,OPEN,Norwegian School of Economics and Business Administration,CTT,18,"'JPO','Salon etudiant','JoForum'",finish
Willy,Collyer,wcollyer40@si.edu,Female,Indonesia,+62 507 908 6407,43,4/10/2019,Maroc,Casablanca,SUPINFO de Casablanca,DIGIT CONCEPT,STMIK AMIKOM Yogyakarta,CTT,4,"'JPO','Salon etudiant','JoForum'",continue
Chadwick,Raynham,craynham41@amazonaws.com,Male,Greece,+30 873 592 4064,15,5/3/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,CGI,American College of Thessaloniki,CDI,76,"'JPO','Salon etudiant','JoForum'",stop
Vivienne,Brogden,vbrogden42@unicef.org,Female,Morocco,+212 746 260 1770,43,15/3/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ALTRAM,Université Mohammed V - Souissi,Interim,46,"'JPO','Salon etudiant','JoForum'",continue
Dawn,Keel,dkeel43@google.cn,Female,Indonesia,+62 644 662 8692,66,21/2/2017,France,Lyon,SUPINFO de Lyon,AFRIK-SOLUTION,Universitas Riau,CTT,43,"'JPO','Salon etudiant','JoForum'",continue
Darcie,McCuffie,dmccuffie44@about.com,Female,China,+86 918 127 5536,1,22/2/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,HUAWEI,Chongqing Technology and Business University,CTT,2,"'JPO','Salon etudiant','JoForum'",stop
Denise,Kohen,dkohen45@archive.org,Female,China,+86 821 434 3393,22,3/9/2014,Maurice,Port Louis,SUPINFO de Port Louis,OPEN,Wuhan University School of Medicine,CDD,7,"'JPO','Salon etudiant','JoForum'",stop
Putnam,Echallier,pechallier46@sfgate.com,Male,Russia,+7 978 935 0320,15,12/5/2015,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ALTRAM,Don State Technical University,CDD,76,"'JPO','Salon etudiant','JoForum'",continue
Fabe,Keyden,fkeyden47@cornell.edu,Male,France,+33 606 975 2378,39,10/12/2013,Italie,Rome,SUPINFO de Rome,RUEDUCOMMERCE,Ecole de l'Air,Interim,52,"'JPO','Salon etudiant','JoForum'",finish
Saidee,Winterscale,swinterscale48@nationalgeographic.com,Female,Indonesia,+62 402 443 6391,29,11/11/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,IUC,Universitas Muhammadiyah Mataram,Interim,73,"'JPO','Salon etudiant','JoForum'",continue
Mel,Fairhead,mfairhead49@uol.com.br,Female,France,+33 309 763 3464,2,27/12/2018,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CAMTEL,Université du Maine,CTT,29,"'JPO','Salon etudiant','JoForum'",finish
Dare,Dowzell,ddowzell4a@harvard.edu,Male,Indonesia,+62 128 749 3404,49,19/9/2018,Chine,Pekin,SUPINFO de Pekin,AXXA,Universitas Darma Persada,CDI,3,"'JPO','Salon etudiant','JoForum'",continue
Louisette,Coppen,lcoppen4b@topsy.com,Female,Vietnam,+84 650 285 1101,33,12/1/2019,Italie,Rome,SUPINFO de Rome,FREE,Vietnam National University Hanoi,Alternance,63,"'JPO','Salon etudiant','JoForum'",stop
Burke,Saggs,bsaggs4c@huffingtonpost.com,Male,Sweden,+46 184 227 8142,39,30/9/2011,Belgique,Bruxelle,SUPINFO de Bruxelle,,University College of Kristianstad,,,"'JPO','Salon etudiant','JoForum'",finish
Jarret,Rubes,jrubes4d@mapy.cz,Male,China,+86 732 864 6881,30,11/3/2016,Chine,Pekin,SUPINFO de Pekin,OPEN,Guangxi University,Interim,64,"'JPO','Salon etudiant','JoForum'",stop
Maurizia,Muffin,mmuffin4e@irs.gov,Female,Indonesia,+62 652 748 1331,35,4/11/2020,Chine,Pekin,SUPINFO de Pekin,CONNEXTIC,Universitas Methodist Indonesia,CTT,13,"'JPO','Salon etudiant','JoForum'",stop
Mic,Turbefield,mturbefield4f@bigcartel.com,Male,China,+86 320 370 3149,14,17/4/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Chongqing University of Post and Telecommunications,,,"'JPO','Salon etudiant','JoForum'",continue
Filip,Safont,fsafont4g@pbs.org,Male,China,+86 635 147 9375,54,20/6/2016,Belgique,Bruxelle,SUPINFO de Bruxelle,,Northeast Agricultural University,,,"'JPO','Salon etudiant','JoForum'",continue
Lizzy,Simnell,lsimnell4h@blogspot.com,Female,China,+86 733 453 3352,56,6/5/2015,Reunion,Saint Denis,SUPINFO de Saint Denis,,Ningbo University of Technology,,,"'JPO','Salon etudiant','JoForum'",stop
Cyril,Pancoast,cpancoast4i@github.io,Male,Philippines,+63 243 678 0150,64,26/7/2018,Maroc,Casablanca,SUPINFO de Casablanca,,University of Southern Mindanao,,,"'JPO','Salon etudiant','JoForum'",stop
Claudia,Wissbey,cwissbey4j@yahoo.co.jp,Female,Colombia,+57 441 827 7490,49,1/2/2012,Reunion,Saint Denis,SUPINFO de Saint Denis,AFROLOGIX,Universidad de América Bogotá,CDI,35,"'JPO','Salon etudiant','JoForum'",continue
Morlee,Shewry,mshewry4k@mapquest.com,Male,Mayotte,+269 811 325 9291,65,8/9/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,,Universidad Autónoma de Coahuila,,,"'JPO','Salon etudiant','JoForum'",stop
Clair,Hicks,chicks4l@fda.gov,Male,Sweden,+46 114 704 3833,52,24/2/2017,Italie,Rome,SUPINFO de Rome,ALL4TEST,Karolinska Institute Stockholm,CTT,37,"'JPO','Salon etudiant','JoForum'",stop
Cale,Loudyan,cloudyan4m@mozilla.com,Male,China,+86 930 842 9778,68,16/1/2018,Reunion,Saint Denis,SUPINFO de Saint Denis,HUAWEI,Chengdu University,Alternance,10,"'JPO','Salon etudiant','JoForum'",stop
Dionne,Le - Count,dlecount4n@hp.com,Female,Yemen,+967 276 245 8833,39,1/12/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Al-Nasser University,,,"'JPO','Salon etudiant','JoForum'",continue
Hillery,Pennick,hpennick4o@geocities.com,Male,Russia,+7 857 854 1322,11,9/7/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,AKKA,Ural State Academy of Mining and Geology,CDD,73,"'JPO','Salon etudiant','JoForum'",continue
Alfonso,Rothman,arothman4p@alibaba.com,Male,Argentina,+54 334 367 6690,2,29/9/2020,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CONNEXTIC,Universidad Nacional de Catamarca,Interim,57,"'JPO','Salon etudiant','JoForum'",continue
Adria,Martinet,amartinet4q@vistaprint.com,Female,Indonesia,+62 466 489 2857,25,20/11/2012,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CAMTEL,Universitas Udayana,Alternance,24,"'JPO','Salon etudiant','JoForum'",continue
Chrotoem,Elderfield,celderfield4r@technorati.com,Male,Japan,+81 247 368 8857,67,12/1/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,ABYSTER,International University of Kagoshima,CDI,78,"'JPO','Salon etudiant','JoForum'",stop
Fair,Brason,fbrason4s@myspace.com,Male,Czech Republic,+420 160 707 4193,48,13/5/2012,Italie,Rome,SUPINFO de Rome,AFROLOGIX,Tiffin University Prague,Interim,43,"'JPO','Salon etudiant','JoForum'",stop
Don,Mogra,dmogra4t@microsoft.com,Male,Syria,+963 986 225 6852,60,6/1/2016,France,Grenoble,SUPINFO de Grenoble,,Tishreen University,,,"'JPO','Salon etudiant','JoForum'",finish
Katrinka,Dietz,kdietz4u@yellowbook.com,Female,China,+86 589 104 3864,62,13/8/2010,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Shanghai Maritime University,,,"'JPO','Salon etudiant','JoForum'",finish
Ingra,Howse,ihowse4v@cdbaby.com,Male,China,+86 969 799 5221,39,25/11/2010,Italie,Rome,SUPINFO de Rome,AXXA,Qiongzhou University,CDI,58,"'JPO','Salon etudiant','JoForum'",continue
Jonas,Stobbart,jstobbart4w@tinypic.com,Male,Indonesia,+62 600 692 4878,30,22/12/2019,Maurice,Port Louis,SUPINFO de Port Louis,,Universitas Pakuan,,,"'JPO','Salon etudiant','JoForum'",stop
Huntington,Govinlock,hgovinlock4x@prlog.org,Male,Belarus,+375 315 829 6054,38,30/6/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,,Belarussian State University of Transport,,,"'JPO','Salon etudiant','JoForum'",finish
Dov,Haine,dhaine4y@ibm.com,Male,Russia,+7 356 243 8400,22,15/3/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,GFI,Tyumen State Agricultural Academy,Interim,62,"'JPO','Salon etudiant','JoForum'",stop
Tucker,Gilbride,tgilbride4z@tiny.cc,Male,Ivory Coast,+225 793 107 6551,48,14/12/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,MICHELIN,Université d'Abobo-Adjamé,CDD,33,"'JPO','Salon etudiant','JoForum'",finish
Selma,Ralton,sralton50@va.gov,Female,Comoros,+269 710 259 7706,9,1/8/2017,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universidad Bolivariana,,,"'JPO','Salon etudiant','JoForum'",finish
Merry,Simison,msimison51@hexun.com,Male,North Korea,+850 946 493 7233,40,1/2/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,,Pyongyang University of Science and Technology,,,"'JPO','Salon etudiant','JoForum'",continue
Dar,Halms,dhalms52@ucsd.edu,Male,Peru,+51 743 234 6254,18,24/7/2015,Maroc,Casablanca,SUPINFO de Casablanca,,Universidad Nacional Jorge Basadre Grohmann,,,"'JPO','Salon etudiant','JoForum'",continue
Selestina,Heads,sheads53@mayoclinic.com,Female,Argentina,+54 734 164 3795,49,23/10/2010,Italie,Rome,SUPINFO de Rome,HUAWEI,Universidad Nacional de General Sarmiento,CDD,29,"'JPO','Salon etudiant','JoForum'",finish
Paulette,Keemar,pkeemar54@shinystat.com,Female,United Kingdom,+44 544 616 6949,54,16/6/2012,Italie,Rome,SUPINFO de Rome,,University of Greenwich,,,"'JPO','Salon etudiant','JoForum'",stop
Brian,Licciardiello,blicciardiello55@epa.gov,Male,Tajikistan,+992 783 567 6316,11,28/3/2017,Maurice,Port Louis,SUPINFO de Port Louis,AKKA,Tajik National University,Alternance,30,"'JPO','Salon etudiant','JoForum'",finish
Keir,Yancey,kyancey56@epa.gov,Male,United States,+1 614 737 5709,44,16/4/2013,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,,Lipscomb University,,,"'JPO','Salon etudiant','JoForum'",finish
Alexandrina,Perago,aperago57@washingtonpost.com,Female,Chile,+56 136 139 9366,59,7/4/2017,Belgique,Bruxelle,SUPINFO de Bruxelle,ACCENTURE,"Universidad ""Adolfo Ibañez""",CDI,21,"'JPO','Salon etudiant','JoForum'",finish
Shay,Shopcott,sshopcott58@spotify.com,Female,Portugal,+351 196 854 2208,27,15/7/2016,Maroc,Casablanca,SUPINFO de Casablanca,CGI,Instituto Superior de Ciências Empresariais e de Turismo,CDD,69,"'JPO','Salon etudiant','JoForum'",continue
Tucky,Sedgefield,tsedgefield59@epa.gov,Male,Indonesia,+62 399 458 6839,44,27/4/2016,Chine,Pekin,SUPINFO de Pekin,AMAZON,Politeknik Negeri Jakarta,CDI,8,"'JPO','Salon etudiant','JoForum'",continue
Dante,Balfre,dbalfre5a@chronoengine.com,Male,Poland,+48 555 960 3936,14,6/8/2017,Italie,Rome,SUPINFO de Rome,,"Music Academy ""Ignacy Jana Paderewski"" in Poznan",,,"'JPO','Salon etudiant','JoForum'",continue
Micheline,Chichgar,mchichgar5b@jimdo.com,Female,Indonesia,+62 586 898 3843,48,25/6/2014,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,GFI,Universitas Padjadjaran,Alternance,75,"'JPO','Salon etudiant','JoForum'",continue
Thebault,Mees,tmees5c@moonfruit.com,Male,Ghana,+233 920 182 2580,63,29/9/2018,Chine,Pekin,SUPINFO de Pekin,CAPGEMINI,Regent University College of Science and Technology  ,CTT,16,"'JPO','Salon etudiant','JoForum'",continue
Michele,Leven,mleven5d@toplist.cz,Male,Russia,+7 476 543 9359,27,8/6/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,ADVENCE CAMEROUN,Adygeja State University,Alternance,58,"'JPO','Salon etudiant','JoForum'",stop
Nicolis,Sibyllina,nsibyllina5e@eventbrite.com,Male,France,+33 293 920 4778,54,12/4/2011,Maurice,Port Louis,SUPINFO de Port Louis,,Université Joseph Fourier (Grenoble I),,,"'JPO','Salon etudiant','JoForum'",finish
Mira,Mant,mmant5f@phoca.cz,Female,Ukraine,+380 786 115 3218,1,24/7/2011,Reunion,Saint Denis,SUPINFO de Saint Denis,OPEN,Ivano-Frankivsk National University of Oli and Gas,Interim,26,"'JPO','Salon etudiant','JoForum'",continue
Emmy,McAulay,emcaulay5g@usgs.gov,Male,Philippines,+63 424 266 1124,36,11/11/2020,Maurice,Port Louis,SUPINFO de Port Louis,THALES,University of Northeastern Philippines,Alternance,21,"'JPO','Salon etudiant','JoForum'",continue
Kiersten,Hatrey,khatrey5h@tamu.edu,Female,Philippines,+63 303 308 7913,40,24/8/2013,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,University of Santo Tomas,,,"'JPO','Salon etudiant','JoForum'",continue
Jamison,Trayes,jtrayes5i@youtu.be,Male,China,+86 605 256 4238,59,3/4/2015,Italie,Rome,SUPINFO de Rome,,Beijing Information Science and Technology University,,,"'JPO','Salon etudiant','JoForum'",continue
Ervin,Creus,ecreus5j@ft.com,Male,Greece,+30 261 181 3693,57,12/1/2015,Maurice,Port Louis,SUPINFO de Port Louis,CAMTEL,American College of Thessaloniki,CTT,40,"'JPO','Salon etudiant','JoForum'",stop
Maribel,Rubes,mrubes5k@sogou.com,Female,Iceland,+354 472 616 2979,53,31/8/2010,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,CISCO,Holar University College,CTT,56,"'JPO','Salon etudiant','JoForum'",stop
Saudra,Woodwind,swoodwind5l@columbia.edu,Female,Argentina,+54 416 968 4617,37,23/10/2019,Cameroun,Yaoundé-Ngousso,SUPINFO de Yaoundé-Ngousso,,Universidad Católica de La Plata,,,"'JPO','Salon etudiant','JoForum'",finish
Caddric,Gussin,cgussin5m@delicious.com,Male,Mozambique,+258 731 806 1683,23,10/3/2012,Maurice,Port Louis,SUPINFO de Port Louis,SOGETI,Instituto Superior de Relações Internacionais (ISRI) ,CDI,74,"'JPO','Salon etudiant','JoForum'",finish
Kirbee,Pettwood,kpettwood5n@last.fm,Female,Japan,+81 200 783 7324,40,3/1/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,FREE,Wako University,CTT,11,"'JPO','Salon etudiant','JoForum'",stop
Hobart,De Filippi,hdefilippi5o@spotify.com,Male,China,+86 200 630 6109,19,15/9/2017,Chine,Pekin,SUPINFO de Pekin,,Guizhou Normal University,,,"'JPO','Salon etudiant','JoForum'",finish
Klarika,Wadworth,kwadworth5p@uiuc.edu,Female,Saudi Arabia,+966 286 970 1268,40,18/7/2012,Maurice,Port Louis,SUPINFO de Port Louis,FREE,College of Technology at Kharj,Alternance,75,"'JPO','Salon etudiant','JoForum'",stop
Tadeas,Rowntree,trowntree5q@ed.gov,Male,Malaysia,+60 652 853 4534,55,31/5/2010,Italie,Rome,SUPINFO de Rome,ABYSTER,Universiti Malaysia Kelantan,CTT,25,"'JPO','Salon etudiant','JoForum'",finish
Sandy,Audenis,saudenis5r@shop-pro.jp,Male,Bulgaria,+359 182 177 9643,61,15/6/2012,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,ATOS,"Shoumen University ""Konstantin Preslavski""",CTT,4,"'JPO','Salon etudiant','JoForum'",stop
Olly,Sacks,osacks5s@posterous.com,Male,China,+86 536 714 5803,58,21/7/2010,Belgique,Bruxelle,SUPINFO de Bruxelle,,Chengdu Institute of Sichuan International Studies University,,,"'JPO','Salon etudiant','JoForum'",continue
Harmonie,Mauser,hmauser5t@cpanel.net,Female,Poland,+48 796 414 3559,10,20/8/2014,France,Lyon,SUPINFO de Lyon,ALL4TEST,Technical University of Koszalin,CTT,26,"'JPO','Salon etudiant','JoForum'",finish
Rianon,Hairsine,rhairsine5u@icq.com,Female,Benin,+229 242 448 9828,28,9/6/2018,Maroc,Casablanca,SUPINFO de Casablanca,,Université d'Abomey-Calavi (UAC),,,"'JPO','Salon etudiant','JoForum'",finish
Avrom,Skiggs,askiggs5v@scribd.com,Male,China,+86 902 934 1272,41,28/2/2014,Reunion,Saint Denis,SUPINFO de Saint Denis,MTN,Northern Jiaotong University,CTT,11,"'JPO','Salon etudiant','JoForum'",stop
Jackelyn,Hardiman,jhardiman5w@instagram.com,Female,Philippines,+63 800 166 5648,35,14/8/2018,Belgique,Bruxelle,SUPINFO de Bruxelle,AKKA,University of Mindanao,CDI,73,"'JPO','Salon etudiant','JoForum'",finish
Hirsch,Scotney,hscotney5x@scribd.com,Male,Brazil,+55 913 660 9655,37,23/3/2013,Maroc,Casablanca,SUPINFO de Casablanca,SOGETI,Universidade de São Paulo,Alternance,49,"'JPO','Salon etudiant','JoForum'",stop
Alex,Saket,asaket5y@dailymotion.com,Male,Indonesia,+62 662 935 2336,70,2/12/2012,France,Clermont Ferrand,SUPINFO de Clermont Ferrand,,Universitas Islam Nusantara,,,"'JPO','Salon etudiant','JoForum'",finish
